,about,abv,apparence_avg,apparence_med,aroma_avg,aroma_med,beer_style,beer_url,brewer,est_cal,ibu,name,overall,overall_reviews,overall_reviews_med,palate_avg,palate_med,photo_url,rating_num,score,style,taste_avg,taste_med
3,No description available,5.0%,4.0,4.0,7.0,7.0,Heller Bock,https://www.ratebeer.com/beer/de-bora-bier-dika-bock/136092/,De Bora Bier,150,-,De Bora Bier Dika Bock,-,14.0,14.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_136092",1,2.86/5,-,7.0,7.0
4,No description available,5.0%,3.0,3.0,7.0,7.0,India Pale Ale (IPA),https://www.ratebeer.com/beer/de-bora-bier-experience-oak/136091/,De Bora Bier,150,-,De Bora Bier Experience Oak,-,14.0,14.0,4.0,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_136091",1,2.87/5,-,8.0,8.0
5,No description available,10.5%,4.0,4.0,8.0,8.0,Barley Wine,https://www.ratebeer.com/beer/de-bora-bier-extreme/199150/,De Bora Bier,315,-,De Bora Bier Extreme,-,16.0,16.0,4.0,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_199150",1,2.93/5,-,8.0,8.0
6,No description available,11.5%,3.0,3.0,6.0,6.0,India Pale Ale (IPA),https://www.ratebeer.com/beer/de-bora-bier-extreme-ipa/113558/,De Bora Bier,345,-,De Bora Bier Extreme IPA,-,12.0,12.0,4.0,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_113558",1,2.81/5,-,7.0,7.0
7,No description available,5.5%,4.0,4.0,6.0,6.0,German Hefeweizen,https://www.ratebeer.com/beer/de-bora-bier-keia-hefen-weiss/113828/,De Bora Bier,165,-,De Bora Bier Kéia Hefen-Weiss,-,14.0,14.0,4.0,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_113828",1,2.86/5,-,7.0,7.0
8,"Primeira produção comercializada da De Bora Bier, marca do cervejeiro caseiro Edigyl Pupo, esta cerveja foi a vencedora na sua categoria do concurso de cervejeiros artesanais de 2008, realizado em Belo Horizonte.",6.7%,3.142857142857143,3.0,5.714285714285714,7.0,India Pale Ale (IPA),https://www.ratebeer.com/beer/de-bora-bier-poderosa-ipa/103486/,De Bora Bier,201,-,De Bora Bier Poderosa IPA,-,10.0,13.0,2.7142857142857144,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_103486",7,2.79/5,-,5.714285714285714,7.0
9,Cerveja Forte Escura,5.9%,3.6666666666666665,4.0,5.666666666666667,6.0,Porter,https://www.ratebeer.com/beer/de-bora-bier-robust-porter/207786/,De Bora Bier,177,-,De Bora Bier Robust Porter,-,14.333333333333334,14.0,3.6666666666666665,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_207786",3,3.15/5,-,7.0,7.0
0,No description available,5.0%,2.5,2.5,5.0,5.0,German Hefeweizen,https://www.ratebeer.com/beer/schlau-hefeweizen/126937/,De Porto Ind. e Com. de Bebidas Ltda.,150,-,Schlau Hefeweizen,-,9.0,9.0,2.5,2.5,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_126937",2,2.66/5,-,5.0,5.0
1,"Cerveja tipo Ale de alta fermentação não filtrada, maturada e carbonatada naturalmente na garrafa. A utilização desta tecnologia garante sua estabilidade de paladar por muito mais tempo que as cervejas comuns e um sabor únuico em sua categoria. No processo de fabricação não são adicionados aditivos químicos ou conservantes. A cerveja segue a Lei de pureza alemã de 1516 (Reinheitsgebot). Por não ser filtrada ocorrerá o depósito de levedo de cerveja no fundo da garrafa. O levedo é fonte natural de vitaminas do grupo B. English Version: Non filtered ale type beer of high fermentation, matured and carbonated naturally in the bottle. The use of this technology guarantees it's stability of palate for much more time than the common beers and a unique flavor in its category. In the manufacturing process additive conservants or chemicalss are not added. The beer follows the German Purity Law of 1516 (Reinheitsgebot).",4.5%,3.2,3.0,5.6,6.0,American Pale Ale,https://www.ratebeer.com/beer/schmitt-ale/33340/,De Porto Ind. e Com. de Bebidas Ltda.,135,-,Schmitt Ale,20,10.6,10.0,2.9,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_33340",12,2.71/5,5,5.6,6.0
2,"Cerveja Tipo Ale de alto teor alcoólico, estilo Barley Wine, de alta fermentação, com puro malte (3 vezes mais que as cervejas comuns) de aroma frutado e levemente adocicado. O estilo Barley Wine é conhecido também como ""vinho de cevada"". A fermentação e a carbonatação desta cerveja ocorrem naturalmente na garrafa (Bottle Conditioned). Devido a seu alto teor alcoólico, possui estabilidade superior a 5 anos e desenvolve novos aromas com o passar do tempo. A cerveja é fabricada sem aditivos químicos seguindo a lei da pureza Alemã (Reinheitsgebot - 1516).",8.5%,3.1,3.0,6.8,7.0,Barley Wine,https://www.ratebeer.com/beer/schmitt-barley-wine/33032/,De Porto Ind. e Com. de Bebidas Ltda.,255,-,Schmitt Barley Wine,56,14.7,15.5,3.2,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_33032",23,3.19/5,19,7.4,7.5
3,No description available,4.5%,3.5,4.0,4.7,5.0,Brown Ale,https://www.ratebeer.com/beer/schmitt-la-brunette/42473/,De Porto Ind. e Com. de Bebidas Ltda.,135,-,Schmitt La Brunette,25,10.5,11.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_42473",14,2.81/5,16,5.1,5.5
4,"Schmitt Sparkling Ale é uma cerveja extra-carbonatada com espuma cremosa e duradoura. É produzida com os melhores ingredientes, passando por um processo exclusivo de dupla fermentação em garrafa de Champagne.",4.5%,3.0,3.0,7.0,7.0,Golden Ale/Blond Ale,https://www.ratebeer.com/beer/schmitt-sparkling-ale/91887/,De Porto Ind. e Com. de Bebidas Ltda.,135,-,Schmitt Sparkling Ale,-,12.25,12.0,3.25,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_91887",4,3.10/5,-,7.0,7.0
0,No description available,4.8%,3.1,3.0,3.4,3.0,Pilsener,https://www.ratebeer.com/beer/devassa-bem-loura/121804/,Devassa (Brasil Kirin),144,-,Devassa Bem Loura,4,7.7,6.5,2.2,2.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_121804",19,2.09/5,5,3.6,3.0
1,No description available,4.7%,2.0,2.0,2.7777777777777777,3.0,Pale Lager,https://www.ratebeer.com/beer/devassa-cerveja-pilsen-by-playboy/209423/,Devassa (Brasil Kirin),141,-,Devassa Cerveja Pilsen (by Playboy),3,5.666666666666667,6.0,1.7777777777777777,2.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_209423",8,1.95/5,36,2.5555555555555554,3.0
2,Available only on tap.,-,3.4,3.5,5.3,5.5,India Pale Ale (IPA),https://www.ratebeer.com/beer/devassa-india-pale-ale/68489/,Devassa (Brasil Kirin),-,-,Devassa India Pale Ale,34,12.0,12.0,3.1,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_68489",13,2.93/5,8,5.7,6.0
3,"Visite o website Lager Puro Malte. Taí um rótulo que mostra que a cerveja foi produzida com apenas quatro ingredientes: água, lúpulo, malte e levedura. O que garante uma cerveja com mais harmonia, mais encorpada e uma cor muito mais dourada. Mas a nova Devassa é diferente de todas as outras cervejas. Ela foi feita para o clima tropical, com menos amargor no paladar o que dá aquela vontade de calçar o chinelo e sair por aí aproveitando o dia. Ou seja, equilibrada e refrescante ela harmoniza com praia, com bons amigos e com aquele fim de tarde especial. Afinal, só Devassa tem aquele quê que faz você aproveitar, curtir, viver e sentir o clima.",4.4%,3.0,3.0,5.0,5.0,Pale Lager,https://www.ratebeer.com/beer/devassa-puro-malte-tropical-lager/549567/,Devassa (Brasil Kirin),132,-,Devassa Puro Malte Tropical Lager,-,8.0,8.0,2.0,2.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_549567",2,2.67/5,-,4.0,4.0
4,"A Devassa Sarará é um chope tipo Weiss, feito de malte de trigo e de cevada, com aromas que lembram banana e cravo. De coloração clara, mas aparência turva, por não ser filtrada, é uma cerveja de baixíssimo amargor, muito refrescante e ideal para os dias quentes de verão. Essa delícia de Devassa fica melhor ainda quando é servida entre 3 e 5º C. É uma ótima acompanhante para pratos apimentados como os da cozinha tailandesa e mexicana. Combina também com petiscos como bolinho de bacalhau, mandioca e batata frita. - Chope tipo Weiss; - De alta fermentação (Ale); - Feito com maltes de trigo e maltes de cevada; - 4,5% álcool; - Temperatura de serviço: 3º a 5ºC.",4.5%,3.3333333333333335,3.0,6.666666666666667,6.0,German Hefeweizen,https://www.ratebeer.com/beer/devassa-sarar-a/117245/,Devassa (Brasil Kirin),135,-,Devassa Sarará,-,12.333333333333334,12.0,2.6666666666666665,2.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_117245",3,2.86/5,-,6.0,6.0
5,"Nova Devassa Sunset, com lúpulo especial.",4.7%,2.0,2.0,2.0,2.0,Pale Lager,https://www.ratebeer.com/beer/devassa-sunset/549566/,Devassa (Brasil Kirin),141,-,Devassa Sunset,-,4.0,4.0,2.0,2.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_549566",1,2.58/5,-,3.0,3.0
6,"A Devassa Ruiva esnoba qualquer outra Ale. Tem coloração avermelhada, sabor e aroma encorpados. Fabricada com uma mistura de maltes especiais e lupulos importados, atrai também pala levadura de alta fermentação. Não é á toa que frequenta os melhores pub ingleses.",4.8%,2.9,3.0,4.9,5.0,English Pale Ale,https://www.ratebeer.com/beer/devassa-tropical-ale/33341/,Devassa (Brasil Kirin),144,-,Devassa Tropical Ale,13,10.4,10.5,2.8,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_33341",59,2.60/5,13,5.3,5.0
7,"A Devassa Negra é uma cerveja escura, produzida com uma seleção de maltes especiais que lhe dão um paladar marcante. É deliciosamente cremosa, possui amargor moderado e tem aroma que lembra.",4.8%,3.1,3.0,5.5,5.0,Brown Ale,https://www.ratebeer.com/beer/devassa-tropical-dark/47838/,Devassa (Brasil Kirin),144,-,Devassa Tropical Dark,14,10.3,11.0,2.6,2.5,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_47838",52,2.61/5,6,5.2,5.0
8,No description available,4.8%,2.6,2.5,4.4,4.0,Pale Lager,https://www.ratebeer.com/beer/devassa-tropical-lager/33342/,Devassa (Brasil Kirin),144,-,Devassa Tropical Lager,5,8.4,9.0,2.0,2.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_33342",65,2.16/5,54,4.2,4.5
0,"Microcervejaria do interior paulista, na cidade de Dracena, encontra-se a Dhuo Cerveja Artesanal, desde 2012. Dhuo, por que são dois sócios apaixonados por boas e diferentes cervejas que sempre eram difíceis de serem encontradas no interior paulista. Resolveram então se informar sobre a produção de cerveja em panela e assim entraram para esse fantástico mundo de produção cervejeira. Hoje já produzem rótulos variados que ainda são exclusividade da cidade de Dracena e região.",5.0%,3.0,3.0,6.0,6.0,German Hefeweizen,https://www.ratebeer.com/beer/dhuo-weiss/550086/,Dhuo Cerveja Artesanal,150,-,Dhuo Weiss,-,12.0,12.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_550086",1,2.94/5,-,6.0,6.0
0,...,4.4%,2.5,2.5,5.5,5.5,Premium Lager,https://www.ratebeer.com/beer/diabolica-13/481250/,Diabólica,132,50,Diabólica 13,-,10.5,10.5,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_481250",2,2.86/5,-,6.0,6.0
1,No description available,6.7%,3.3,3.0,6.5,7.0,India Pale Ale (IPA),https://www.ratebeer.com/beer/diabolica-india-pale-ale/108050/,Diabólica,200,-,Diabólica India Pale Ale,68,13.5,14.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_108050",14,3.32/5,45,6.6,7.0
2,No description available,4.6%,3.5555555555555554,3.0,6.111111111111111,6.0,English Pale Ale,https://www.ratebeer.com/beer/diabolica-pale-ale/241928/,Diabólica,138,-,Diabólica Pale Ale,42,12.555555555555555,13.0,3.2222222222222223,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_241928",8,3.08/5,69,6.444444444444445,7.0
0,Produzida no Circuito das Águas Paulista.,4.5%,3.0,3.0,3.0,3.0,Pale Lager,https://www.ratebeer.com/beer/pils-cerveja-clara-pilsen/138186/,Dinho Bebidas,135,-,Pils Cerveja Clara Pilsen,-,10.0,10.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_138186",1,2.70/5,-,5.0,5.0
0,No description available,-,3.0,3.0,6.0,6.0,Amber Ale,https://www.ratebeer.com/beer/doctor39s-cerveja-pimenta/436235/,Doctor's Cerveja,-,-,Doctor's Cerveja Pimenta,-,10.0,10.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_436235",1,2.87/5,-,5.0,5.0
0,"A Anesthes’IPA é uma cerveja para os fortes. Os sintomas após o primeiro gole são um relaxamento geral do corpo e da mente, o que a torna um ótimo combatente para relaxar após dias pesados, canseira crônica e cacholas agitadas. Durante a experiência, percebem-se notas de lúpulos cítricos, maltes claros e agradável ecstasy. O final apresenta um retrogosto seco e amargo que chega ao subconsciente, aguçando todos os seus sentidos. Uma cerveja para aqueles que gostam de experiências intensas.",8.6%,3.0,3.0,6.0,6.0,India Pale Ale (IPA),https://www.ratebeer.com/beer/doktor-brau-anesthes39ipa/411096/,Doktor Bräu,258,65,Doktor Bräu Anesthes'IPA,-,11.0,11.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_411096",1,2.92/5,-,6.0,6.0
1,"Uma American IPA que dá gosto de beber. Fabricada com quatro lúpulos cítricos norte-americanos, a Psicót'IPA' é uma cerveja de coloração âmbar, corpo alto (denso) e ótimo drinkability. Apresenta notas marcantes de malte, lúpulo acentuado e aromas de frutas cítricas que agradam os mais exigentes cervejeiros. Indicada para os psicóticos e psicóticas por lúpulo, como nós, da Doktor Bräu. Harmoniza com comidas tailandesas, indianas ou comidas caprichadas no Curry.",7.2%,3.0,3.0,8.0,8.0,India Pale Ale (IPA),https://www.ratebeer.com/beer/doktor-brau-psicot39ipa/549390/,Doktor Bräu,216,-,Doktor Bräu Psicót'IPA,-,14.0,14.0,3.0,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_549390",1,3.02/5,-,6.0,6.0
0,No description available,9.0%,4.1,4.0,6.0,6.0,Baltic Porter,https://www.ratebeer.com/beer/dum-pinta-baltyk-atlantico/599977/,DUM Cervejaria,270,-,DUM & Pinta Bałtyk-Atlantico,49,12.5,12.5,3.5,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_599977",16,3.21/5,22,6.2,6.0
1,"A Grand Cru é outra cerveja que saiu das panelas, no Parque Temático, onde muitas das experiências da cervejaria acontecem. A DUM já fazia uma Witbier (Blanché) que era muito bem aceita entre os cervejeiros, mas era uma “cerveja comum”, e eles queriam produzir algo mais ousado. Para desenvolver essa nova cerveja, foi adicionado mais malte caramelo e as raspas de casca de laranja fresca e coentro mantidos. Com 8,8% de álcool e 35 IBU, a Grand Cru agrada a paladares não acostumados com lúpulo e que procuram uma cerveja com final mais doce. O estilo mais próximo dessa cerveja é o Tripel, mas pela grande presença das raspas de laranja e do coentro, a Grand Cru foi rotulada como uma “double witbier”, já que muitas cervejas desse estilo levam quase os mesmos ingredientes e têm teor alcoólico e IBU parecidos. O rótulo tem como inspiração a tela Le fils de l’homme (em inglês: The Son of Man) do pintor surrealista belga René Magritte. Nele, o pintor faz um autorretrato com uma maça em frente ao seu rosto. Assim como o artista, a proposta era criar uma cerveja “surrealista”, pois rompe com a racionalidade dos estilos tripel e wit.",8.8%,3.0,3.0,7.0,7.0,Belgian Strong Ale,https://www.ratebeer.com/beer/dum-cervejaria-grand-cru/334991/,DUM Cervejaria,264,35,DUM Cervejaria Grand Cru,-,14.5,14.0,3.75,4.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_334991",4,3.23/5,-,7.0,7.0
2,No description available,8.4%,3.75,3.5,6.0,6.0,Imperial Pils/Strong Pale Lager,https://www.ratebeer.com/beer/dum-cervejaria-karel-iv/466079/,DUM Cervejaria,252,84,DUM Cervejaria Karel IV,-,14.0,14.0,3.25,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_466079",4,3.12/5,-,6.0,5.5
3,"Uma lager clara e refrescante com aroma muito intenso proveniente de um blend exclusivo de lúpulos cítricos e frutados. O sabor segue o aroma com malte suficiente para equilibrar a lupulagem extrema. A fermentação proporciona um final seco e limpo que juntamente com o amargor dos lúpulos pede o próximo gole. Uma verdadeira revolução de aromas no seu copo, desenvolvida para matar a sede e refrescar os revolucionários.",5.3%,3.4,3.0,6.1,6.5,Premium Lager,https://www.ratebeer.com/beer/dum-jan-kubis/227871/,DUM Cervejaria,159,52,DUM Jan Kubis,-,13.0,13.0,3.3,3.0,"https://res.cloudinary.com/ratebeer/image/upload/w_152,h_309,c_pad,d_beer_img_default.png,f_auto/beer_227871",8,3.12/5,-,6.3,6.5
